top_speed_kmh,battery_capacity_kWh,battery_type,number_of_cells,torque_nm,efficiency_wh_per_km,range_km,acceleration_0_100_s,fast_charging_power_kw_dc,fast_charge_port,towing_capacity_kg,seats,drivetrain,length_mm,width_mm,height_mm,car_body_type
240,90.6,0,360.0,1000.0,242,420,3.5,141.0,0,1800.0,5,0,4879,1940,1672,4
210,96.0,0,360.0,565.0,165,570,6.7,130.0,0,750.0,5,2,5223,1926,1512,5
210,118.0,0,485.29347826086956,800.0,180,655,5.7,160.0,0,1700.0,5,0,5223,1926,1518,5
210,118.0,0,485.29347826086956,568.0,173,685,6.2,160.0,0,750.0,5,2,5223,1926,1518,5
210,118.0,0,485.29347826086956,828.0,180,640,4.9,160.0,0,1700.0,5,0,5223,1926,1518,5
210,118.0,0,485.29347826086956,858.0,180,640,4.4,160.0,0,1700.0,5,0,5223,1926,1518,5
250,118.0,0,485.29347826086956,1020.0,222,585,3.4,160.0,0,1700.0,5,0,5223,1926,1518,5
210,118.0,0,485.29347826086956,800.0,199,530,6.1,160.0,0,1800.0,7,0,5125,1959,1718,4
210,118.0,0,485.29347826086956,568.0,195,540,6.8,160.0,0,750.0,7,2,5125,1959,1718,4
210,118.0,0,485.29347826086956,828.0,199,530,5.3,160.0,0,1800.0,7,0,5125,1959,1718,4
210,118.0,0,485.29347826086956,858.0,199,530,4.7,160.0,0,1800.0,7,0,5125,1959,1718,4
210,118.0,0,485.29347826086956,950.0,211,490,4.4,160.0,0,1800.0,4,0,5125,1959,1725,4
132,45.0,0,485.29347826086956,245.0,177,220,13.3,50.0,0,1500.0,7,1,4922,1859,1811,6
132,45.0,0,485.29347826086956,245.0,167,225,12.6,50.0,0,1500.0,5,1,4498,1859,1819,6
160,60.0,0,192.0,365.0,282,210,12.0,60.0,0,0.0,7,1,5370,1928,1911,6
160,60.0,0,192.0,365.0,282,215,12.0,60.0,0,0.0,7,1,5140,1928,1910,6
140,90.0,0,288.0,365.0,249,315,12.2,96.0,0,0.0,7,1,5370,1928,1901,6
160,90.0,0,288.0,365.0,276,320,12.1,96.0,0,0.0,7,1,5140,1928,1901,6
180,116.0,0,216.0,1164.0,267,360,4.7,150.0,0,0.0,5,0,4624,1931,1986,4
160,60.0,0,192.0,360.0,254,215,12.0,60.0,0,0.0,8,1,5370,1928,1890,6
160,60.0,0,192.0,360.0,259,220,12.0,60.0,0,0.0,8,1,5140,1928,1890,6
160,90.0,0,288.0,360.0,260,325,12.1,96.0,0,0.0,8,1,5140,1928,1890,6
160,38.5,0,485.29347826086956,290.0,129,230,7.9,60.0,0,750.0,5,1,4079,1754,1514,4
200,49.2,0,485.29347826086956,350.0,143,280,6.4,75.0,0,750.0,5,1,4079,1754,1514,4
170,49.2,0,485.29347826086956,330.0,129,290,7.1,75.0,0,750.0,5,1,4079,1754,1514,4
160,36.6,0,485.29347826086956,290.0,125,250,7.3,60.0,0,0.0,4,1,3858,1756,1460,2
200,49.2,0,485.29347826086956,350.0,135,290,5.9,75.0,0,0.0,4,1,3858,1756,1460,2
170,49.2,0,485.29347826086956,330.0,127,330,6.7,75.0,0,0.0,4,1,3858,1756,1460,2
170,64.6,0,485.29347826086956,250.0,140,380,8.6,94.0,0,750.0,5,1,4433,1843,1656,4
180,64.6,0,485.29347826086956,494.0,149,365,5.6,94.0,0,1200.0,5,0,4433,1843,1656,4
200,90.0,0,96.0,700.0,170,435,4.5,135.0,0,1200.0,5,0,4854,1995,1703,4
200,73.5,0,118.0,700.0,181,365,4.5,110.0,0,1200.0,5,0,4854,1995,1703,4
200,90.0,0,96.0,850.0,185,430,3.9,100.0,0,2000.0,5,0,4912,1987,1720,4
200,73.5,0,118.0,850.0,198,355,3.9,110.0,0,2000.0,5,0,4912,1987,1720,4
200,90.0,0,96.0,850.0,185,440,4.1,190.0,0,2000.0,6,0,5099,1989,1750,4
200,73.5,0,118.0,850.0,196,360,4.1,110.0,0,2000.0,6,0,5099,1989,1750,4
200,90.0,0,96.0,700.0,167,500,4.0,100.0,0,1400.0,5,0,4790,1960,1499,5
200,73.5,0,118.0,700.0,175,410,4.0,110.0,0,1400.0,5,0,4790,1960,1499,5
200,90.0,0,96.0,700.0,178,485,4.0,135.0,0,1400.0,5,0,4790,1960,1499,7
200,73.5,0,118.0,700.0,169,400,4.0,110.0,0,1400.0,5,0,4790,1960,1499,7
200,90.0,0,96.0,850.0,178,505,3.8,100.0,0,2000.0,5,0,5101,1987,1509,5
200,73.5,0,118.0,850.0,191,415,3.8,110.0,0,2000.0,5,0,5101,1987,1509,5
160,63.0,0,485.29347826086956,300.0,175,335,7.5,90.0,0,750.0,5,1,4595,1850,1660,4
160,87.0,0,485.29347826086956,300.0,169,450,7.6,110.0,0,750.0,5,1,4595,1850,1660,4
200,87.0,0,485.29347826086956,600.0,190,405,5.7,110.0,0,1500.0,5,0,4595,1850,1660,4
200,87.0,0,485.29347826086956,600.0,209,385,5.0,110.0,0,1052.2610619469026,5,0,4655,1850,1660,4
132,45.0,0,485.29347826086956,245.0,158,225,12.6,50.0,0,1500.0,5,1,4488,1860,1838,6
130,45.0,0,485.29347826086956,245.0,173,220,13.3,50.0,0,1500.0,7,1,4911,1860,1815,6
172,61.0,0,485.29347826086956,340.0,152,345,7.6,60.0,0,1052.2610619469026,5,1,4424,1830,1588,4
170,50.8,0,102.0,270.0,128,320,9.2,85.0,0,0.0,5,1,4374,1860,1470,2
170,50.8,0,102.0,270.0,123,310,9.3,85.0,0,0.0,5,1,4642,1860,1480,7
135,50.0,0,485.29347826086956,260.0,149,235,11.3,80.0,0,750.0,5,1,4410,1921,1812,6
135,50.0,0,485.29347826086956,260.0,149,230,11.3,80.0,0,750.0,7,1,4760,1921,1818,6
150,46.3,0,216.0,260.0,131,290,8.7,78.0,0,0.0,5,1,4061,1765,1435,2
150,48.1,0,96.0,260.0,120,315,8.1,80.0,0,0.0,5,1,4061,1765,1435,2
140,44.0,0,485.29347826086956,120.0,144,245,12.1,60.0,0,350.0,5,1,4385,1795,1635,4
170,73.0,0,96.0,260.0,145,365,9.0,90.0,0,1200.0,5,1,4650,1934,1665,4
170,82.2,0,485.29347826086956,260.0,146,410,9.0,100.0,0,1200.0,5,1,4650,1934,1665,4
150,50.8,0,102.0,260.0,126,285,9.0,85.0,0,0.0,5,1,4151,1790,1534,4
130,46.3,0,216.0,270.0,217,180,13.3,78.0,0,1000.0,9,1,4983,1920,1890,6
130,68.0,0,324.0,270.0,202,260,14.2,79.0,0,1000.0,9,1,4983,1920,1890,6
130,46.3,0,216.0,270.0,219,180,13.3,78.0,0,1000.0,9,1,5333,1920,1890,6
130,68.0,0,324.0,260.0,204,260,14.2,79.0,0,1000.0,9,1,5333,1920,1890,6
150,46.3,0,216.0,260.0,136,270,9.9,78.0,0,0.0,5,1,4304,1775,1523,4
150,50.8,0,102.0,260.0,125,300,9.1,85.0,0,0.0,5,1,4304,1775,1523,4
150,46.3,0,216.0,260.0,132,290,9.0,78.0,0,0.0,5,1,4055,1765,1430,2
150,48.1,0,96.0,260.0,120,310,8.2,80.0,0,0.0,5,1,4055,1765,1430,2
170,73.0,0,96.0,345.0,143,380,8.8,90.0,0,1250.0,5,1,4542,1895,1641,4
170,73.0,0,96.0,511.0,195,375,6.4,90.0,0,1052.2610619469026,5,0,4542,1895,1641,4
170,96.9,0,485.29347826086956,345.0,145,500,8.7,135.0,0,1200.0,5,1,4542,1895,1641,4
170,50.8,0,102.0,260.0,124,300,9.8,80.0,0,0.0,5,1,4367,1852,1441,2
150,50.8,0,102.0,260.0,127,300,10.0,80.0,0,1052.2610619469026,5,1,4636,1852,1442,7
160,58.3,0,485.29347826086956,345.0,129,375,7.2,70.0,0,1052.2610619469026,5,1,4687,1859,1478,4
170,73.0,0,96.0,345.0,150,370,9.7,90.0,0,1000.0,7,1,4791,1895,1694,4
170,73.0,0,96.0,511.0,203,360,7.0,90.0,0,1052.2610619469026,7,0,4791,1895,1694,4
170,96.9,0,485.29347826086956,345.0,152,485,9.6,135.0,0,1000.0,7,1,4791,1895,1694,4
132,50.0,0,485.29347826086956,270.0,152,235,11.7,80.0,0,750.0,5,1,4403,1921,1818,6
132,50.0,0,485.29347826086956,270.0,153,230,11.7,80.0,0,750.0,7,1,4755,1921,1837,6
130,46.3,0,216.0,270.0,217,180,13.3,78.0,0,1000.0,9,1,4983,1920,1890,6
130,68.0,0,324.0,270.0,202,260,14.2,79.0,0,1000.0,9,1,4983,1920,1890,6
130,46.3,0,216.0,270.0,219,180,13.3,78.0,0,1000.0,9,1,5333,1920,1890,6
130,68.0,0,324.0,270.0,204,260,14.2,79.0,0,1000.0,9,1,5333,1920,1890,6
205,79.0,0,324.0,740.0,142,455,4.5,125.0,0,1500.0,5,0,4606,1859,1479,3
205,79.0,0,324.0,740.0,142,450,4.2,125.0,0,1500.0,5,0,4606,1859,1473,3
205,79.0,0,324.0,490.0,130,475,6.2,125.0,0,1500.0,5,2,4606,1859,1479,3
205,67.0,0,485.29347826086956,490.0,129,405,6.4,110.0,0,1500.0,5,2,4606,1859,1479,3
210,107.0,0,204.0,840.0,183,515,5.0,150.0,0,2200.0,5,0,4900,1968,1614,4
210,107.0,0,204.0,910.0,194,495,4.7,150.0,0,2200.0,5,0,4900,1968,1614,4
180,107.0,0,204.0,490.0,166,530,7.8,150.0,0,1500.0,5,2,4900,1968,1614,4
200,94.0,0,110.0,686.0,165,485,3.8,135.0,0,2000.0,5,0,4839,2008,1544,3
180,94.0,0,110.0,343.0,157,495,7.4,135.0,0,1500.0,5,2,4839,2008,1544,3
220,95.0,0,180.0,650.0,184,470,5.2,200.0,0,2000.0,5,0,4784,1938,1622,4
240,95.0,0,180.0,820.0,186,470,4.1,200.0,0,2000.0,5,0,4784,1938,1622,4
220,95.0,0,180.0,563.0,177,495,5.7,200.0,0,2000.0,5,2,4784,1938,1623,4
260,95.0,0,180.0,1001.0,183,460,3.3,200.0,0,2000.0,5,0,4784,1938,1621,4
230,82.3,0,485.29347826086956,410.0,164,495,4.8,195.0,0,0.0,5,2,4963,1966,1379,5
230,82.3,0,485.29347826086956,585.0,172,490,4.6,195.0,0,0.0,5,0,4963,1966,1379,5
220,97.0,0,396.0,610.0,188,510,4.7,281.0,0,0.0,5,0,4974,1967,1409,7
230,97.0,0,396.0,610.0,175,565,4.6,281.0,0,0.0,5,0,4963,1966,1379,5
250,82.3,0,485.29347826086956,695.0,174,490,3.7,195.0,0,0.0,5,0,4963,1966,1379,5
240,97.0,0,396.0,710.0,188,510,3.8,281.0,0,0.0,5,0,4974,1967,1409,7
250,97.0,0,396.0,710.0,177,565,3.7,281.0,0,0.0,5,0,4963,1966,1379,5
250,97.0,0,396.0,710.0,186,510,3.7,281.0,0,0.0,5,0,4963,1966,1390,7
250,82.3,0,485.29347826086956,695.0,183,440,3.7,195.0,0,0.0,5,0,4963,1966,1390,7
250,97.0,0,396.0,790.0,176,535,3.3,281.0,0,0.0,5,0,4963,1966,1381,5
250,97.0,0,396.0,790.0,185,505,3.3,281.0,0,0.0,5,0,4963,1966,1392,7
230,97.0,0,396.0,420.0,168,575,4.8,281.0,0,0.0,5,2,4963,1966,1379,5
230,97.0,0,396.0,420.0,176,530,4.8,281.0,0,0.0,5,2,4963,1966,1390,7
230,82.3,0,485.29347826086956,410.0,173,460,4.8,195.0,0,0.0,5,2,4963,1966,1390,7
260,97.0,0,396.0,940.0,174,535,2.7,281.0,0,0.0,5,0,4963,1966,1379,5
250,97.0,0,396.0,940.0,188,495,2.8,281.0,0,0.0,5,0,4974,1967,1412,7
290,97.0,0,396.0,1340.0,184,475,2.3,281.0,0,0.0,5,0,4968,1966,1378,5
305,97.0,0,396.0,1340.0,180,475,2.2,281.0,0,0.0,2,0,4968,1966,1378,5
260,97.0,0,396.0,1110.0,174,525,2.4,281.0,0,0.0,5,0,4963,1966,1378,5
250,97.0,0,396.0,1110.0,188,485,2.5,281.0,0,0.0,5,0,4974,1967,1407,7
260,97.0,0,396.0,1110.0,183,505,2.4,281.0,0,0.0,5,0,4963,1966,1388,7
260,97.0,0,396.0,940.0,184,505,2.7,281.0,0,0.0,5,0,4963,1966,1392,7
150,40.0,0,93.0,225.0,124,245,9.2,55.0,0,750.0,5,1,4143,1796,1552,4
150,52.0,0,184.0,245.0,127,315,8.2,70.0,0,750.0,5,1,4143,1796,1552,4
150,40.0,0,93.0,225.0,132,250,9.0,55.0,0,500.0,5,1,3922,1808,1489,2
130,40.0,0,93.0,215.0,129,255,12.0,125.0083857442348,2,500.0,5,1,3922,1808,1489,2
150,52.0,0,184.0,245.0,129,320,8.0,70.0,0,500.0,5,1,3922,1808,1489,2
135,45.0,0,485.29347826086956,245.0,158,225,12.6,50.0,0,1500.0,5,1,4486,1860,1838,6
130,45.0,0,485.29347826086956,245.0,170,220,13.3,50.0,0,1500.0,7,1,4911,1860,1815,6
150,60.0,0,288.0,250.0,125,380,10.5,88.0,0,500.0,5,1,4200,1860,1505,2
160,60.0,0,288.0,300.0,133,380,7.4,88.0,0,900.0,5,1,4200,1860,1505,2
150,60.0,0,192.0,280.0,144,340,8.6,75.0,0,1100.0,5,1,4470,1864,1571,4
170,87.0,0,288.0,300.0,143,480,7.9,95.0,0,1100.0,5,1,4470,1864,1571,4
250,102.0,0,485.29347826086956,900.0,192,465,4.5,126.0,0,1052.2610619469026,4,0,5453,2080,1559,1
160,52.0,0,192.0,310.0,149,310,9.0,90.0,0,1000.0,5,2,4488,1884,1625,4
160,59.0,0,216.0,310.0,149,350,8.5,110.0,0,1000.0,5,2,4488,1884,1625,4
180,77.0,0,288.0,545.0,145,450,6.6,120.0,0,1000.0,5,2,4488,1884,1625,4
180,79.0,0,288.0,679.0,151,450,5.4,135.0,0,1200.0,5,0,4488,1884,1608,4
160,59.0,0,216.0,310.0,145,360,8.1,110.0,0,1000.0,5,2,4658,1879,1622,4
180,77.0,0,288.0,545.0,141,455,6.7,120.0,0,1000.0,5,2,4658,1879,1622,4
180,77.0,0,288.0,679.0,150,450,6.7,120.0,0,1200.0,5,0,4658,1879,1620,4
160,59.0,0,216.0,310.0,141,370,8.1,110.0,0,1000.0,5,2,4658,1879,1623,4
180,77.0,0,288.0,545.0,138,470,6.7,120.0,0,1000.0,5,2,4658,1879,1623,4
180,77.0,0,288.0,679.0,146,460,6.7,120.0,0,1200.0,5,0,4658,1879,1621,4
180,79.0,0,288.0,679.0,143,470,5.4,135.0,0,1200.0,5,0,4660,1879,1608,4
180,79.0,0,288.0,679.0,147,460,5.4,135.0,0,1200.0,5,0,4660,1879,1607,4
150,81.0,0,485.29347826086956,320.0,166,390,9.6,50.0,0,1052.2610619469026,5,1,4720,1908,1696,4
150,68.0,0,485.29347826086956,320.0,149,330,9.6,50.0,0,1052.2610619469026,5,1,4720,1908,1696,4
180,62.0,0,485.29347826086956,584.0,155,325,3.9,100.0,0,1600.0,5,0,4300,1822,1636,4
180,62.0,0,485.29347826086956,343.0,141,335,6.7,100.0,0,1600.0,5,2,4270,1822,1636,4
180,47.0,0,485.29347826086956,343.0,152,250,6.7,65.0,0,0.0,5,2,4270,1822,1636,4
180,62.0,0,485.29347826086956,343.0,148,335,6.7,100.0,0,1600.0,5,2,4270,1822,1636,4
180,62.0,0,485.29347826086956,584.0,155,325,4.5,100.0,0,1600.0,5,0,4300,1822,1636,4
180,47.0,0,485.29347826086956,343.0,152,250,6.7,65.0,0,0.0,5,2,4270,1822,1636,4
180,62.0,0,485.29347826086956,343.0,148,335,6.7,100.0,0,1600.0,5,2,4270,1822,1636,4
180,62.0,0,485.29347826086956,543.0,149,335,3.7,100.0,0,1600.0,5,0,4400,1844,1556,4
180,62.0,0,485.29347826086956,343.0,136,355,5.8,110.0,0,1600.0,5,2,4400,1844,1556,4
180,47.0,0,485.29347826086956,343.0,145,265,5.9,65.0,0,0.0,5,2,4400,1844,1556,4
180,62.0,0,485.29347826086956,343.0,143,355,5.8,110.0,0,1600.0,5,2,4400,1844,1556,4
210,94.0,0,485.29347826086956,710.0,174,450,3.8,230.0,0,1600.0,5,0,4695,1920,1705,4
200,94.0,0,485.29347826086956,373.0,159,465,6.5,230.0,0,1600.0,5,2,4695,1920,1705,4
200,74.4,0,485.29347826086956,373.0,160,370,6.9,110.0,0,1600.0,5,2,4695,1920,1705,4
200,94.0,0,485.29347826086956,373.0,159,465,6.5,230.0,0,1600.0,5,2,4695,1920,1705,4
200,94.0,0,485.29347826086956,643.0,174,455,4.9,230.0,0,1600.0,5,0,4695,1920,1705,4
200,94.0,0,485.29347826086956,643.0,174,455,4.9,230.0,0,1600.0,5,0,4695,1920,1705,4
160,64.0,0,96.0,336.0,154,320,6.9,100.0,0,750.0,5,0,4690,1860,1650,4
201,75.0,0,4416.0,493.0,119,525,4.4,124.0,0,1000.0,5,0,4720,1849,1441,5
201,75.0,0,4416.0,450.0,117,545,5.2,124.0,0,1000.0,5,2,4720,1849,1441,5
262,75.0,0,4416.0,741.0,142,490,3.2,124.0,0,0.0,5,0,4720,1849,1431,5
201,60.5,0,485.29347826086956,420.0,116,445,6.1,110.0,0,1000.0,5,2,4720,1849,1441,5
250,95.0,0,7920.0,498.0127388535032,150,575,3.2,140.0,0,1600.0,5,0,5021,1987,1431,3
282,95.0,0,7920.0,498.0127388535032,158,560,2.3,140.0,0,1600.0,5,0,5021,1987,1431,3
250,95.0,0,7920.0,498.0127388535032,165,485,3.9,140.0,0,2250.0,7,0,5057,1999,1680,4
262,95.0,0,7920.0,498.0127388535032,180,465,2.7,140.0,0,2250.0,7,0,5057,1999,1680,4
201,75.0,0,4416.0,493.0,132,455,4.8,124.0,0,1600.0,5,0,4790,1982,1624,4
201,75.0,0,4416.0,450.0,121,470,5.6,124.0,0,1600.0,5,2,4790,1982,1624,4
201,60.5,0,485.29347826086956,420.0,121,375,5.9,110.0,0,1600.0,5,2,4790,1982,1624,4
130,68.0,0,324.0,260.0,204,260,13.3,79.0,0,1000.0,9,1,5333,1920,1890,6
130,46.3,0,216.0,260.0,217,180,12.1,78.0,0,1000.0,9,1,4983,1920,1890,6
130,68.0,0,324.0,260.0,202,260,13.3,79.0,0,1000.0,9,1,4983,1920,1890,6
132,50.0,0,485.29347826086956,260.0,149,235,11.7,80.0,0,750.0,5,1,4403,1921,1803,6
132,50.0,0,485.29347826086956,260.0,149,230,11.7,80.0,0,750.0,7,1,4753,1921,1814,6
160,64.0,0,96.0,336.0,154,345,6.9,100.0,0,750.0,5,0,4690,1860,1600,4
160,64.0,0,96.0,265.0,145,350,7.5,100.0,0,750.0,5,1,4690,1860,1600,4
200,87.7,0,485.29347826086956,500.0,186,405,5.9,120.0,0,1800.0,5,0,4750,1934,1667,4
200,87.7,0,485.29347826086956,620.0,196,400,5.5,120.0,0,1800.0,5,0,4750,1934,1667,4
160,86.0,0,312.0,560.0,182,350,6.5,145.0,0,1600.0,7,0,4960,1985,1927,6
160,86.0,0,312.0,560.0,190,370,7.9,145.0,0,1000.0,7,2,4962,1985,1924,6
160,79.0,0,288.0,560.0,194,330,6.5,135.0,0,1800.0,6,0,4712,1985,1925,6
160,79.0,0,288.0,560.0,187,360,7.6,135.0,0,1200.0,6,2,4712,1985,1927,6
145,59.0,0,216.0,310.0,178,275,10.7,110.0,0,1000.0,6,2,4712,1985,1927,6
180,79.0,0,288.0,545.0,131,470,5.9,135.0,0,0.0,5,2,4322,1809,1538,2
200,79.0,0,288.0,545.0,131,465,5.6,135.0,0,0.0,5,2,4322,1809,1538,2
160,59.0,0,216.0,310.0,136,365,7.6,110.0,0,0.0,5,2,4264,1809,1564,2
160,77.0,0,288.0,310.0,138,465,7.1,120.0,0,0.0,5,2,4264,1809,1564,2
160,52.0,0,192.0,310.0,134,325,8.2,90.0,0,0.0,5,2,4264,1809,1564,2
180,77.0,0,288.0,679.0,152,420,5.4,120.0,0,1200.0,5,0,4584,1852,1631,4
180,77.0,0,288.0,545.0,149,445,6.7,120.0,0,1000.0,5,2,4584,1852,1631,4
180,77.0,0,288.0,679.0,155,435,6.6,120.0,0,1200.0,5,0,4584,1852,1631,4
160,52.0,0,192.0,310.0,143,285,9.0,87.0,0,1000.0,5,2,4584,1852,1640,4
180,77.0,0,288.0,679.0,144,430,5.5,120.0,0,1200.0,5,0,4599,1852,1615,4
180,77.0,0,288.0,545.0,138,460,6.7,120.0,0,1000.0,5,2,4599,1852,1615,4
160,52.0,0,288.0,310.0,142,320,8.9,87.0,0,1000.0,5,2,4599,1852,1615,4
180,86.0,0,312.0,560.0,145,500,5.4,145.0,0,1200.0,5,0,4961,1862,1536,3
180,77.0,0,288.0,550.0,132,475,6.5,125.0,0,1000.0,5,2,4961,1862,1536,3
180,86.0,0,312.0,550.0,133,525,6.6,145.0,0,1000.0,5,2,4961,1862,1536,3
180,86.0,0,312.0,560.0,147,500,5.5,145.0,0,1200.0,5,0,4961,1862,1536,7
180,77.0,0,288.0,550.0,146,470,6.6,125.0,0,1000.0,5,2,4961,1862,1536,7
180,86.0,0,312.0,550.0,125,520,6.7,145.0,0,1000.0,5,2,4961,1862,1536,7
180,67.0,0,485.29347826086956,420.0,151,360,7.3,110.0,0,1500.0,5,2,4440,1873,1596,4
180,79.0,0,324.0,420.0,146,420,7.3,125.0,0,1500.0,5,2,4440,1873,1596,4
180,79.0,0,324.0,670.0,155,400,4.8,125.0,0,1800.0,5,0,4440,1873,1596,4
180,79.0,0,324.0,670.0,155,400,4.6,125.0,0,1800.0,5,0,4440,1873,1596,4
180,88.0,0,485.29347826086956,480.0,135,485,6.9,190.0,0,1600.0,5,2,5000,1942,1546,3
180,102.0,0,485.29347826086956,670.0,146,530,5.5,225.0,0,2000.0,5,0,5000,1942,1546,3
180,102.0,0,485.29347826086956,870.0,146,530,4.0,225.0,0,2000.0,5,0,5000,1942,1546,3
180,65.0,0,485.29347826086956,543.0,152,330,3.7,114.0,0,1600.0,5,0,4233,1837,1573,4
180,49.0,0,485.29347826086956,343.0,147,275,5.7,80.0,0,1000.0,5,2,4233,1837,1549,4
180,65.0,0,485.29347826086956,343.0,138,365,5.3,113.0,0,1600.0,5,2,4233,1837,1549,4
180,65.0,0,485.29347826086956,543.0,145,340,3.6,113.0,0,1600.0,5,0,4233,1837,1549,4
180,67.0,0,485.29347826086956,420.0,154,345,7.3,110.0,0,1500.0,5,2,4440,1863,1652,4
180,79.0,0,324.0,420.0,152,400,7.3,125.0,0,1500.0,5,2,4440,1863,1652,4
180,79.0,0,324.0,670.0,163,385,4.8,125.0,0,1800.0,5,0,4440,1863,1652,4
180,79.0,0,324.0,670.0,163,385,4.6,125.0,0,1800.0,5,0,4440,1863,1652,4
180,100.0,0,192.0,490.0,182,460,8.4,140.0,0,1200.0,7,2,5037,1964,1744,4
180,107.0,0,204.0,770.0,188,470,5.9,150.0,0,2200.0,7,0,5037,1964,1744,4
180,107.0,0,204.0,910.0,188,455,4.9,150.0,0,2200.0,7,0,5037,1964,1744,4
200,100.0,0,485.29347826086956,720.0,200,480,4.4,80.0,0,2000.0,5,0,4905,1950,1645,4
200,87.5,0,485.29347826086956,660.0,159,475,4.1,180.0,0,1500.0,5,0,4753,1920,1650,4
200,87.5,0,485.29347826086956,440.0,154,480,6.7,180.0,0,1500.0,5,2,4753,1920,1650,4
200,66.0,0,485.29347826086956,440.0,152,370,6.9,140.0,0,1500.0,5,2,4753,1920,1650,4
200,93.1,0,485.29347826086956,717.0,179,465,3.9,224.0,0,1500.0,5,0,4891,1937,1670,4
200,93.1,0,485.29347826086956,430.0,163,480,6.4,224.0,0,1500.0,5,2,4891,1937,1670,4
200,75.8,0,485.29347826086956,430.0,165,395,6.4,170.0,0,1500.0,5,2,4891,1937,1680,4
200,82.7,0,485.29347826086956,757.0,164,460,4.1,138.0,0,0.0,5,0,4888,1896,1450,5
200,82.7,0,485.29347826086956,440.0,144,495,6.7,138.0,0,0.0,5,2,4888,1896,1450,5
200,82.7,0,485.29347826086956,757.0,164,455,4.1,138.0,0,0.0,5,0,4888,1896,1450,5
200,94.0,0,110.0,343.0,152,505,7.2,135.0,0,1500.0,5,2,4955,1999,1560,3
200,94.0,0,110.0,686.0,159,480,3.8,135.0,0,2000.0,5,0,4955,1999,1560,3
200,94.0,0,110.0,686.0,162,480,3.8,135.0,0,2000.0,5,0,4955,1999,1548,3
210,94.0,0,485.29347826086956,440.0,153,475,6.0,260.0,0,2000.0,5,2,4787,1930,1650,4
210,94.0,0,485.29347826086956,710.0,173,450,3.8,260.0,0,2000.0,5,0,4787,1930,1650,4
210,71.0,0,485.29347826086956,440.0,148,365,6.0,240.0,0,2000.0,5,2,4787,1930,1650,4
190,49.0,0,485.29347826086956,343.0,148,265,5.9,70.0,0,1600.0,5,2,4432,1836,1566,4
190,65.0,0,485.29347826086956,343.0,146,360,5.6,114.0,0,1600.0,5,2,4432,1836,1566,4
190,65.0,0,485.29347826086956,543.0,153,350,3.8,114.0,0,1600.0,5,0,4432,1836,1566,4
150,41.2,0,112.0,200.0,125,250,8.1,65.0,0,0.0,5,2,4003,1885,1557,2
